m	106.25
pau	212.5
pau	80.75
ih	50
f	87.5
ay	131.25
eh	87.5
v	68.75
er	56.25
n	87.5
iy	106.25
d	31.25
ax	87.5
d	25
ax	50
f	131.25
ay	131.25
t	37.5
er	131.25
ih	31.25
n	62.5
m	43.7501
ay	100
l	93.75
ay	125
f	93.75
ay	87.5
n	75
iy	99.9999
d	43.7501
w	112.5
ah	62.5
n	43.7501
n	87.5001
aw	287.5
pau	125
pau	174.5
g	50
r	43.75
eh	56.25
g	68.75
s	118.75
ax	50
n	75
sh	118.75
ah	93.75
v	62.5
d	62.5
b	50
ae	118.75
k	87.5
hh	24.9999
ih	18.7501
z	56.25
ch	137.5
eh	75
r	175
ae	25
n	50
d	37.5
r	43.75
ow	118.75
z	74.9999
t	100
ax	68.7499
hh	18.7499
ih	18.75
z	125
f	75
iy	175
t	31.25
pau	143.75
pau	143.25
hh	75
iy	37.5
w	68.75
aa	37.5
z	75
ax	50
hh	81.25
eh	75
d	62.5
sh	131.25
ao	81.25
r	31.25
t	37.5
er	87.5
dh	31.25
ae	62.5
n	68.75
hh	31.25
ih	37.5
z	50
k	75
ax	25
m	62.5
p	81.2499
ae	112.5
n	37.5
y	68.7499
ax	50.0001
n	106.25
pau	118.75
ah	37.4999
v	43.7501
ao	68.7499
l	31.25
m	75
ow	68.7502
s	87.4998
t	50
d	18.7502
eh	49.9999
l	93.75
ax	24.9999
k	100
ax	62.5
t	31.25
f	99.9999
ax	43.7501
z	93.75
iy	150
k	143.75
pau	50
pau	199.5
n	68.75
aw	137.5
y	81.25
ao	43.75
r	31.25
k	106.25
ah	50
m	62.5
ih	25
ng	100
d	37.5
aw	131.25
n	43.75
t	43.7499
ax	37.5001
b	68.75
ih	75
z	87.5
n	37.5
ax	62.5
s	118.75
f	56.25
ih	68.75
l	193.75
hh	75.0001
iy	74.9998
ih	31.25
k	81.2502
s	68.7499
k	56.2501
l	87.4998
ey	112.5
m	93.75
d	112.5
pau	125
pau	199.5
ih	68.75
t	43.75
s	106.25
dh	50
ax	62.5
er	87.5
ao	237.5
r	87.5
ax	18.75
b	81.25
ao	106.25
r	93.75
iy	68.75
ae	131.25
l	125
ax	50.0001
s	168.75
pau	81.2501
pau	174.5
dh	50
eh	37.5
r	81.25
z	112.5
f	56.25
ao	87.5
r	50
t	31.25
ch	112.5
er	87.5
ch	131.25
ih	50
l	150
pau	150
ax	37.5
r	100
ay	87.5
f	87.5
ax	18.7499
l	50.0001
sh	112.5
aa	112.5
t	25
b	74.9999
ih	87.5001
aa	93.75
n	31.25
d	37.4999
dh	18.75
ax	37.5001
r	87.4999
ih	125
jh	225
pau	187.5
ax	37.4999
s	131.25
l	81.2499
iy	106.25
p	187.5
pau	24.9998
pau	155.75
f	56.25
r	18.75
ah	31.25
m	75
dh	25
ae	106.25
t	43.75
m	93.75
ow	93.75
m	87.5
ax	43.75
n	87.5
t	18.75
hh	87.5
ih	25
z	87.5
f	75
r	31.25
eh	50
n	56.2499
d	25.0001
sh	93.75
ih	68.7499
p	81.2501
f	100
ao	25
r	50
b	75
eh	18.75
l	131.25
iy	168.75
z	112.5
t	99.9999
er	68.7501
n	68.7499
z	87.5001
t	24.9999
ax	37.5001
hh	99.9999
ey	81.25
t	93.75
r	68.7501
ax	24.9999
d	31.25
ae	100
n	24.9999
d	43.75
jh	68.7502
eh	62.5
l	93.75
ax	37.4999
s	118.75
iy	256.25
pau	125
pau	168.25
dh	50
eh	25
r	37.5
w	81.25
aa	37.5
z	87.5
ax	37.5
ch	162.5
ey	150
n	62.5
jh	118.75
n	56.25
aw	293.75
pau	225
pau	93.25
pau	112.5
ay	87.5
f	100
aa	75
l	143.75
ow	25
d	50
dh	25
ax	31.25
l	118.75
ay	187.5
n	68.75
ah	37.5
v	62.5
dh	37.4999
ax	25.0001
p	81.25
r	37.5
ax	18.75
p	93.75
ow	156.25
z	56.2499
d	18.7501
r	106.25
ey	56.2501
l	87.5
r	100
ow	143.75
d	106.25
l	93.75
uh	18.75
k	81.2499
ih	18.75
ng	75
f	68.7502
ao	18.7499
r	24.9999
ch	93.75
ae	137.5
n	43.7501
s	99.9999
ax	106.25
z	218.75
pau	25.0001
pau	87
k	112.5
l	31.25
ah	131.25
b	62.5
z	118.75
ae	43.75
n	50
d	56.25
b	43.75
ao	181.25
l	81.25
z	93.75
ae	18.75
n	62.5
d	25
s	137.5
ih	62.5
t	37.5
iy	118.75
z	100
g	99.9999
r	25.0001
uw	99.9999
t	93.75
ax	31.25
b	50
iy	106.25
ow	106.25
n	43.75
l	50
iy	43.75
m	87.4999
eh	62.5
m	93.75
er	106.25
iy	112.5
z	181.25
pau	56.2501
pau	205.75
ih	81.25
t	25
f	112.5
eh	43.75
r	106.25
l	87.5
iy	56.25
k	125
l	31.25
ah	75
b	93.75
d	37.5
m	87.5
iy	106.25
ih	56.25
n	43.75
t	68.7499
uw	43.7501
r	62.5
eh	68.75
k	62.5
ax	18.75
g	62.5
n	93.75
ay	137.5
z	81.2501
ih	31.25
ng	93.75
ih	93.75
t	56.2498
pau	143.75
pau	168.25
hh	93.75
aa	37.5
r	87.5
d	43.75
l	93.75
iy	68.75
w	118.75
er	112.5
aw	18.75
er	25
p	125
l	50
ae	112.5
n	50
z	62.5
m	68.75
ey	112.5
d	43.75
p	131.25
ah	62.5
b	50
l	68.75
ih	31.25
k	68.75
b	81.25
iy	31.25
f	125
ao	68.7499
r	31.25
w	81.2502
iy	56.2498
w	87.5001
er	62.5
m	93.75
eh	99.9999
t	18.75
b	87.5001
ay	106.25
p	125
aw	99.9999
er	81.25
f	87.5001
ax	25.0001
l	56.2498
aa	106.25
p	87.5001
ax	24.9998
z	100
ih	49.9999
sh	137.5
ax	43.7498
n	156.25
pau	175
pau	37
pau	50
ax	56.25
k	112.5
aa	81.25
m	50
b	37.5
ax	37.5
n	68.75
ey	112.5
sh	112.5
ax	18.75
n	81.25
ah	56.25
v	43.75
k	106.25
ax	25
n	62.5
ey	106.25
d	37.5001
iy	81.25
ax	31.25
n	68.7499
k	106.25
ae	106.25
p	81.25
ax	25
t	24.9999
ax	37.5001
l	81.25
k	112.5
w	25.0001
ih	43.7498
k	93.75
l	50.0002
iy	68.7499
ao	62.5
r	75
g	62.5
ax	18.75
n	62.5
ay	143.75
z	68.7502
d	43.7498
ae	37.5001
n	37.4999
d	31.25
p	62.5
ax	25.0001
t	112.5
ih	62.5
sh	106.25
ax	31.25
n	68.7499
d	25.0001
f	81.25
ao	18.7499
r	25.0001
dh	81.25
ax	31.25
s	125
ey	99.9999
m	68.7501
p	87.4999
r	56.2501
ih	18.7502
v	74.9998
l	68.7499
ax	37.4999
jh	87.5001
ax	112.5
z	200
pau	43.7503
pau	199.5
ih	50
t	25
w	81.25
aa	50
z	81.25
m	75
ay	118.75
r	75
ih	37.5
p	112.5
ao	43.75
r	75
t	50
s	68.75
f	68.75
r	25
ah	31.25
m	68.75
dh	31.25
ax	25
n	81.2499
ao	100
r	56.2499
th	81.2501
w	93.75
ih	43.7499
ch	175
ch	118.75
iy	87.5001
f	99.9999
l	68.7499
iy	118.75
ih	25.0001
n	99.9999
d	31.25
uw	112.5
s	75.0001
t	62.5
p	75
iy	50
p	87.5001
ax	24.9998
l	43.7501
t	81.2499
ax	31.25
b	81.25
ay	362.5
pau	137.5
pau	87
pau	118.75
ay	93.75
w	62.5
aa	37.5
z	93.75
ax	37.5
b	62.5
aw	162.5
t	50
t	81.25
ax	37.5
d	75
uw	112.5
dh	56.25
ih	81.25
s	112.5
w	49.9999
eh	31.25
n	75.0001
k	137.5
uw	18.75
l	156.25
er	49.9999
jh	93.75
ah	106.25
jh	75
m	56.2499
ax	50.0002
n	62.5
t	31.25
p	49.9999
r	31.25
ih	18.75
v	75
ey	162.5
l	125
d	150
pau	118.75
pau	205.75
ih	75
t	43.75
ax	43.75
k	118.75
er	118.75
d	50
t	68.75
ax	31.25
m	87.5
iy	118.75
dh	68.75
ae	43.75
t	37.5
dh	68.75
eh	50
r	50
w	75
uh	37.5
d	37.5
hh	62.5
ae	87.5
v	75
t	75
ax	37.5
b	43.75
iy	112.5
ae	62.5
n	56.2501
ax	37.4999
k	118.75
aw	112.5
n	43.7501
t	93.75
ih	56.2498
ng	131.25
pau	56.2498
pau	143.25
pau	37.5
t	81.25
ax	18.75
m	75
ay	143.75
s	112.5
er	18.75
p	81.25
r	56.25
ay	181.25
z	62.5
hh	68.75
iy	37.5
b	56.25
ih	37.5
g	100
ae	106.25
n	37.5
t	75
ax	25
sh	143.75
ow	143.75
ae	106.25
k	50
ch	68.7499
ax	18.75
w	25.0001
ax	18.7499
l	225
ih	18.7499
n	56.2499
th	87.5001
uw	118.75
z	62.5
iy	118.75
ae	106.25
z	75
ax	50
m	62.5
ih	37.4999
n	56.2501
m	68.7499
ay	118.75
f	112.5
ey	137.5
v	81.2499
er	225
pau	137.5
pau	212
r	93.75
aa	87.5
b	68.75
er	131.25
iy	168.75
b	206.25
r	75
ay	87.4999
b	50.0001
er	143.75
iy	256.25
f	193.75
r	74.9999
ao	243.75
d	150
pau	93.75
pau	174.5
dh	50
eh	31.25
r	62.5
f	125
ao	75
r	62.5
s	100
ih	75
z	68.75
w	87.5
er	112.5
ao	68.75
l	56.25
r	74.9999
eh	62.5
d	37.5001
iy	62.5
m	118.75
uw	81.2501
v	56.25
ih	56.25
ng	87.4999
ih	31.25
n	62.5
t	56.2501
uw	43.75
dh	87.4999
ax	25.0001
n	68.7499
ao	68.7502
r	49.9999
th	87.4999
k	93.75
ah	56.2501
n	56.2501
t	93.75
r	68.7499
iy	200
pau	87.4999
pau	130.75
pau	68.75
ay	87.5
hh	56.25
ae	68.75
d	68.75
f	106.25
ey	156.25
th	87.5
ih	37.5
n	87.5
dh	25
eh	112.5
m	206.25
pau	168.75
pau	155.75
dh	56.25
ey	68.75
w	106.25
er	37.5
th	125
r	81.25
iy	81.25
hh	75
ah	50
n	50
d	31.25
r	50
ax	37.4999
d	75.0001
y	56.25
aa	87.4999
r	81.2501
d	50
z	56.2499
ax	31.25
p	131.25
aa	75
r	156.25
t	43.7499
pau	93.75
pau	87
s	143.75
ih	50
n	68.75
s	93.75
dh	62.5
eh	125
n	93.75
s	125
ah	56.25
m	62.5
m	43.75
ih	24.9999
s	131.25
t	50
ih	25
r	156.25
iy	43.7499
ax	25.0001
s	99.9999
f	100
ao	87.4999
r	56.2501
s	106.25
hh	31.25
ae	50
z	87.4999
b	43.75
ih	37.5002
n	81.2499
f	118.75
ay	87.5001
t	43.75
ih	31.25
ng	93.75
ah	87.4999
s	118.75
ae	49.9999
t	31.25
eh	81.25
v	87.5001
er	62.5
iy	87.5001
s	99.9999
t	49.9999
eh	131.25
p	131.25
pau	81.2499
pau	143.25
hh	68.75
iy	118.75
ax	93.75
n	93.75
f	100
ow	18.75
l	100
d	75
ax	62.5
d	43.75
ax	50
l	118.75
ao	162.5
ng	118.75
t	106.25
ay	81.2501
p	106.25
r	62.5
ih	18.7501
t	31.25
ax	31.25
n	56.25
l	118.75
eh	87.4999
t	31.25
er	131.25
ae	31.25
n	24.9998
d	25.0001
hh	81.25
ae	68.7499
n	50.0002
d	37.4999
ax	75
d	24.9999
ih	81.2502
t	43.7498
t	68.7501
ax	31.25
g	87.4999
r	37.5001
eh	75.0001
g	74.9998
s	118.75
ax	49.9999
n	175
pau	175
pau	143.25
pau	43.75
m	75
eh	68.75
n	68.75
ah	50
v	25
s	150
eh	43.75
l	81.25
d	68.75
ax	31.25
n	106.25
z	43.75
s	106.25
t	56.2499
ae	131.25
m	56.2499
p	81.2501
d	50
ow	112.5
n	37.4999
t	25.0001
s	93.75
t	62.5
aa	131.25
p	75.0001
ae	56.2501
t	49.9999
w	93.75
ih	24.9999
m	87.5001
ax	25.0001
n	62.5
ae	56.2498
n	31.25
d	31.25
ch	106.25
ih	31.25
l	87.5001
d	68.7499
r	75
ax	31.25
n	143.75
pau	162.5
pau	149.5
hh	62.5
iy	75
s	131.25
t	56.25
aa	187.5
p	100
t	62.5
ae	112.5
n	62.5
d	31.25
f	87.5
ih	25
l	106.25
ax	18.75
p	100
n	68.75
aa	125
d	56.25
ax	43.7499
d	81.2501
ae	37.5
t	50
dh	49.9999
ax	31.25
hh	106.25
ao	43.75
r	112.5
ax	25.0001
f	99.9999
ay	106.25
d	56.2499
k	93.75
w	25.0001
eh	62.5
s	106.25
ch	75.0001
ax	31.25
n	81.2499
ih	56.2499
n	75
hh	43.7501
ih	18.7499
z	81.25
ay	275
z	181.25
pau	56.2498
pau	149.5
sh	156.25
iy	62.5
t	112.5
er	112.5
n	62.5
d	25
ih	100
n	75
ae	50
t	62.5
dh	43.75
ax	31.25
hh	87.4999
ow	93.75
t	125
eh	87.5001
l	150
pau	206.25
pau	199.5
ay	162.5
w	93.75
aa	43.75
z	68.75
dh	31.25
ax	106.25
ow	100
n	18.75
l	56.25
iy	56.25
w	143.75
ah	62.5
n	62.5
hh	75
uw	87.5
r	68.75
ih	18.75
m	75
ey	131.25
n	81.2501
d	25
s	131.25
ih	74.9999
t	31.25
ih	75.0001
ng	143.75
pau	50
pau	137
pau	50
w	75
eh	37.5
l	75
hh	50
ae	100
v	81.25
t	81.25
ax	18.75
w	125
aa	93.75
ch	131.25
aw	18.75
er	56.2499
ch	125
ae	118.75
n	50
s	112.5
ax	81.2501
z	200
pau	37.5001
pau	149.5
pau	43.75
dh	37.5
ax	18.75
sh	156.25
ih	81.25
p	81.25
sh	112.5
uh	50
d	62.5
b	31.25
iy	150
ih	81.25
n	50
w	87.4999
ih	37.5001
dh	106.25
ih	50
n	50
ax	25
w	125
iy	81.25
k	100
ao	31.25
r	68.75
t	118.75
eh	81.2499
n	100
d	24.9998
ey	243.75
z	175
pau	56.2501
pau	124.5
pau	68.75
ay	93.75
s	118.75
ax	31.25
p	93.75
ow	137.5
z	81.25
y	31.25
uw	37.5
w	112.5
ah	68.75
n	50
d	25
er	37.5
w	106.25
ay	93.75
sh	143.75
iy	68.75
ih	31.25
z	87.5
k	112.5
ah	25.0001
m	75
ih	24.9999
ng	87.5001
ah	81.25
p	81.2499
hh	56.2501
ih	43.7501
r	237.5
pau	150
pau	187
m	68.75
iy	87.5
n	50
w	112.5
ay	143.75
l	81.25
ay	93.75
l	62.5
g	93.75
ow	75
aw	137.5
t	37.5001
t	106.25
ax	25
b	81.2499
r	50.0001
iy	112.5
dh	50
ax	50
s	100
p	74.9999
eh	93.75
l	206.25
pau	68.7501
pau	99.5
pau	56.25
hh	87.5
aw	112.5
k	100
uh	43.75
d	37.5
hh	25
iy	112.5
ih	37.5
k	68.75
s	68.75
p	68.75
l	56.25
ey	87.5
n	81.25
hh	75
ih	31.25
z	75
p	81.25
ax	37.4999
z	93.75
eh	68.7501
sh	137.5
ax	18.75
n	62.5
ah	62.5
v	75
dh	25
ax	43.75
s	118.75
k	62.5
eh	156.25
ch	225
pau	106.25
pau	205.75
ih	56.25
t	50
s	112.5
iy	87.5
m	50
d	18.75
n	100
ih	75
r	143.75
er	37.5
t	99.9999
ax	56.2501
hh	106.25
ih	56.2499
m	87.5001
s	106.25
ih	31.25
n	50
s	56.25
hh	31.25
iy	62.5
hh	37.5
ae	31.25
d	81.25
s	100
iy	125
n	25.0001
ae	75
n	43.7501
d	31.25
t	99.9999
ao	99.9999
k	56.2501
t	68.7499
w	56.2501
ih	31.25
dh	56.2501
g	87.4998
r	25.0001
eh	81.25
g	75
s	112.5
ax	49.9999
n	162.5
pau	162.5
pau	80.75
pau	81.25
hh	87.5
er	137.5
ow	125
n	112.5
b	37.5
ih	75
t	125
r	68.75
ey	100
ax	18.75
l	118.75
ah	43.75
v	50
hh	50
er	43.75
s	131.25
eh	43.75
l	106.25
f	87.4999
w	37.5001
aa	24.9999
z	68.7501
l	56.2499
ay	56.2501
k	106.25
t	81.2499
aa	87.4999
n	56.2501
ih	49.9999
k	87.5001
t	75.0001
ax	31.25
f	106.25
ih	31.25
l	150
ax	31.25
p	168.75
pau	24.9999
pau	130.75
hh	87.5
iy	50
m	93.75
uw	81.25
v	68.75
d	56.25
ax	31.25
w	125
ey	200
ae	25
z	75
k	112.5
w	31.25
ay	125
ax	31.25
t	18.75
l	106.25
iy	75
ae	62.5
z	74.9999
hh	50.0001
iy	74.9999
hh	50.0001
ae	43.7499
d	50.0001
k	118.75
ah	137.5
m	125
pau	93.75
pau	168.25
dh	56.25
ax	18.75
g	87.5
er	93.75
l	62.5
f	143.75
ey	143.75
s	118.75
t	50
hh	31.25
ih	100
m	175
pau	125
hh	125
er	68.7499
ay	162.5
z	24.9999
sh	150
ay	118.75
n	50.0002
ih	43.7498
ng	87.5001
w	37.4999
ih	31.25
dh	68.7501
s	112.5
ah	93.75
d	31.25
ax	87.5001
n	62.5
f	112.5
ih	131.25
r	206.25
pau	143.75
pau	93.25
k	106.25
l	50
ow	93.75
s	81.25
b	75
ih	37.5
s	106.25
ay	162.5
d	31.25
hh	56.25
ih	62.5
m	106.25
g	37.4999
l	93.75
iy	87.5001
m	75
d	56.2499
dh	25.0001
ax	43.75
w	93.75
ay	93.75
t	68.75
f	93.75
ae	156.25
ng	87.5001
z	87.4998
ah	37.5002
v	56.2498
dh	31.25
ax	56.2501
w	106.25
uh	31.25
l	74.9998
f	112.5
d	62.5
ao	231.25
g	81.2502
pau	37.4999
pau	137
hh	81.25
iy	25
l	131.25
uh	18.75
k	37.5
t	50
ae	56.25
t	31.25
dh	43.75
ax	31.25
hh	81.25
ae	50
ng	50
k	31.25
er	50
ch	87.5
ih	68.75
f	75
m	118.75
ao	131.25
r	250
pau	150
k	87.5001
l	50
ow	93.75
s	125
l	99.9999
iy	200
pau	112.5
pau	180.75
g	50
r	31.25
eh	75
g	81.25
s	93.75
ax	50
n	62.5
w	81.25
aa	31.25
z	75
ax	50
s	137.5
l	50
iy	93.75
p	87.5
w	50
eh	25
n	50
hh	75
iy	68.75
r	112.5
ey	93.75
eh	62.5
n	43.75
t	87.5
er	62.5
d	56.25
dh	49.9999
ax	18.75
k	106.25
ae	131.25
b	31.25
ax	74.9998
n	100
pau	212.5
pau	199.5
ih	56.25
n	56.25
s	106.25
p	62.5
ay	118.75
t	50
ah	37.5
v	56.25
dh	62.5
eh	50
r	93.75
ax	18.75
b	68.7499
s	118.75
er	118.75
d	50
ax	68.75
t	56.25
iy	156.25
dh	56.2499
ax	25.0001
w	118.75
er	81.25
d	62.5
z	56.2499
ax	43.7501
f	106.25
eh	62.5
k	87.4999
t	62.5
ax	37.5001
d	50
f	106.25
ih	24.9999
l	112.5
ax	24.9998
p	93.75
k	106.25
y	37.4999
uh	18.7502
r	74.9998
iy	87.5001
ax	25.0001
s	125
l	93.75
iy	206.25
pau	112.5
pau	149.5
dh	68.75
ax	18.75
l	156.25
ey	143.75
s	137.5
w	56.25
aa	31.25
z	87.5
ah	50
v	75
ax	31.2499
d	87.5001
eh	62.5
l	112.5
ax	18.7499
k	100
ax	50
t	62.5
ay	150
v	87.5
er	62.5
iy	56.25
k	118.75
ah	56.2501
l	131.25
er	300
f	162.5
ey	99.9999
n	37.5002
t	31.25
l	68.7499
iy	75
t	118.75
ih	43.75
n	50
t	62.5
ih	50.0002
d	24.9998
w	62.5
ih	43.7501
dh	62.5
y	81.2499
eh	56.2501
l	143.75
ow	168.75
pau	168.75
pau	193.25
ih	75
t	25
w	81.25
aa	37.5
z	106.25
ax	37.5
k	150
y	43.75
uh	18.75
r	100
iy	106.25
ax	50
s	100
k	137.5
ow	75
ih	43.7499
n	87.5001
s	93.75
ih	50
d	37.5
ax	87.5
n	100
s	181.25
pau	25.0001
pau	68.25
s	175
ah	81.25
d	31.25
ax	25
n	37.5
l	68.75
iy	68.75
hh	62.5
ih	31.25
z	118.75
f	75
ih	50
ng	81.25
g	25
er	99.9999
z	87.5001
k	131.25
l	37.5001
ow	118.75
z	112.5
d	25
t	87.5
ay	100
t	43.75
l	75
iy	100
ow	81.2499
v	50
er	62.5
dh	56.2501
ax	43.75
hh	81.25
ae	56.2501
ng	62.5
k	62.5
er	56.2498
ch	143.75
ih	75
f	200
pau	25.0001
pau	162
dh	56.25
eh	25
r	25
w	68.75
aa	56.25
z	81.25
n	75
ah	81.25
th	106.25
ih	43.75
ng	87.5
aa	143.75
n	56.2499
dh	37.5001
ax	31.25
r	125
aa	143.75
k	181.25
pau	37.5
pau	118.25
f	118.75
ih	31.25
l	137.5
ax	25
p	68.75
s	112.5
t	62.5
uh	118.75
d	62.5
ah	106.25
n	68.75
d	25
ih	43.7499
s	125
ay	150
d	50
ih	93.75
d	81.2499
hh	143.75
ih	37.5
z	93.75
ih	87.5
r	100
z	37.4999
s	131.25
t	62.5
r	56.2498
ey	112.5
n	68.7501
d	50
t	56.2501
ax	24.9998
k	75.0001
ae	81.2499
ch	162.5
dh	49.9999
ax	31.25
s	125
l	75.0001
ay	81.2499
t	24.9999
ax	62.5
s	56.2501
t	25.0001
s	93.75
aw	225
n	93.75
d	175
pau	56.2496
pau	180.75
p	81.25
ih	31.25
r	100
s	125
ax	56.25
z	81.25
l	100
ih	25
t	31.25
ax	50
l	25
ay	287.5
z	87.5
w	43.75
er	68.75
f	137.5
ih	68.75
k	62.5
s	62.5
t	49.9999
aa	87.5001
n	62.5
hh	56.25
ih	25
m	81.2499
sh	156.25
r	31.25
uw	131.25
d	56.2498
l	81.25
iy	225
pau	68.7499
pau	149.5
pau	56.25
ay	93.75
hh	81.25
ae	50
v	68.75
n	87.5
ow	75
ay	150
d	81.25
iy	118.75
ax	112.5
r	112.5
ih	31.25
p	112.5
l	31.25
ay	100
d	62.5
f	106.25
ih	31.25
l	143.75
ax	37.5
p	125
pau	150
pau	237.5
pau	187
ay	56.25
k	131.25
ey	106.25
m	56.25
f	81.25
ao	25
r	50
ih	87.5
n	62.5
f	87.5
er	31.25
m	74.9999
ey	118.75
sh	118.75
ax	37.5
n	50
m	81.2499
ao	68.7501
r	81.25
aw	62.5
t	31.25
ah	37.4999
v	81.2501
k	74.9999
y	31.25
uh	25.0001
r	93.75
iy	68.7499
aa	131.25
s	118.75
ax	37.5002
t	43.7498
iy	106.25
dh	81.25
ae	37.5001
n	56.2499
eh	68.7501
n	56.2499
iy	68.7501
th	81.25
ih	31.25
ng	75
eh	75.0001
l	131.25
s	187.5
pau	37.4999
pau	162
hh	81.25
ih	37.5
z	93.75
ih	37.5
m	81.25
ae	100
k	100
y	18.75
uw	37.5
l	118.75
ih	50
t	37.5
s	25
ax	31.25
p	112.5
ih	75
r	106.25
ax	31.25
n	56.25
s	87.5
w	62.5
aa	31.25
z	75
g	100
ao	250
n	168.75
pau	168.75
pau	205.75
eh	75
n	31.25
iy	75
w	125
ey	275
n	131.25
ow	100
w	75
ah	68.7499
n	62.5
s	118.75
ao	143.75
hh	62.5
er	56.25
l	106.25
ay	93.75
k	74.9999
dh	68.7501
ae	193.75
t	62.5
pau	62.5
pau	74.5
pau	87.5
f	62.5
ih	43.75
l	131.25
ax	31.25
p	68.75
s	112.5
n	56.25
ae	125
ch	118.75
t	62.5
ae	50
t	43.7499
dh	50.0001
ax	37.5
l	131.25
eh	81.2501
t	37.5
er	75
w	93.75
ih	31.25
ch	87.4999
g	87.5001
r	25
eh	81.25
g	81.25
s	87.4999
ax	37.5001
n	75.0001
hh	56.2498
eh	25.0001
l	75.0001
d	49.9999
aw	143.75
t	31.25
t	75
ax	43.7501
hh	74.9998
ih	87.5001
m	87.5001
pau	237.5
pau	187
dh	81.25
ax	37.5
